DEG siMITFvs.siCTRL-SkMel28,,,,,,,,,,,,,,,,,
target_id,ensembl_gene_id,gene_symbol,full_name,biotype,pval,qval,test_stat,rss,degrees_free,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,estimate,log2fc
ENST00000259241.6,ENSG00000136720,HS6ST1,heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201],protein_coding,8.29E-06,0.001114636,19.86956173,0.320589358,1,8.414992313,0.064117872,0.000221325,0.063896546,0.010451823,0.063896546,0.458525467,0.661511972
ENST00000292377.3,ENSG00000213420,GPC2,glypican 2 [Source:HGNC Symbol;Acc:HGNC:4450],protein_coding,8.28E-06,0.001114636,19.87195849,1.294046056,1,5.778877493,0.258809211,0.004183085,0.254626127,0.021168783,0.254626127,0.918207674,1.324692766
ENST00000396184.7,ENSG00000154678,PDE1C,phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776],protein_coding,8.28E-06,0.001114636,19.8725111,0.811609194,1,6.739838516,0.162321839,0.001315589,0.16100625,0.015915697,0.16100625,0.724994753,1.045945631
ENST00000368444.7,ENSG00000164434,FABP7,fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562],protein_coding,8.40E-06,0.001118939,19.84569201,1.570161628,1,5.698171738,0.314032326,0.004490273,0.309542053,0.021698989,0.309542053,1.008085319,1.454358713
ENST00000369583.3,ENSG00000138166,DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071],protein_coding,8.39E-06,0.001118939,19.84779508,0.797824944,1,7.12949581,0.159564989,0.000626227,0.158938762,0.014127838,0.158938762,0.716585181,1.033813192
ENST00000382159.7,ENSG00000176533,GNG7,G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410],protein_coding,8.39E-06,0.001118939,19.84624622,1.450458958,1,5.725019526,0.290091792,0.003686205,0.286405587,0.021519486,0.286405587,0.969249173,1.398330035
ENST00000284136.10,ENSG00000153993,SEMA3D,semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726],protein_coding,8.55E-06,0.001130317,19.80999261,1.356711717,1,5.256399725,0.271342343,0.006847039,0.264495305,0.02458892,0.264495305,0.948751608,1.36875832
ENST00000263233.8,ENSG00000102003,SYP,synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506],protein_coding,8.58E-06,0.00113228,19.80396198,0.749327676,1,6.777176679,0.149865535,0.000773023,0.149092512,0.015731995,0.149092512,0.696364498,1.004640932
ENST00000257497.10,ENSG00000135046,ANXA1,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],protein_coding,8.69E-06,0.001136624,19.78044635,0.4399027,1,10.87039972,0.08798054,1.64E-05,0.087964122,0.009801685,0.087964122,0.533336419,0.769441289
ENST00000295522.3,ENSG00000163347,CLDN1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032],protein_coding,8.68E-06,0.001136624,19.78103872,1.294706283,1,5.720009835,0.258941257,0.004200673,0.254740584,0.021552736,0.254740584,0.918476415,1.325080478
ENST00000355572.6,ENSG00000196923,PDLIM7,PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958],protein_coding,8.70E-06,0.001136738,19.77756778,0.784110499,1,7.161446313,0.1568221,0.001015362,0.155806738,0.013994625,0.155806738,0.71059822,1.025175838
ENST00000326470.9,ENSG00000084112,SSH1,slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579],protein_coding,8.77E-06,0.001136798,19.76250027,0.418033278,1,8.468383113,0.083606656,0.000776651,0.082830004,0.010361662,0.082830004,0.520945528,0.751565024
ENST00000381298.6,ENSG00000134352,IL6ST,interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021],protein_coding,8.73E-06,0.001136798,19.77160155,0.552548387,1,8.941851089,0.110509677,0.000237701,0.110271977,0.009727888,0.110271977,0.596208219,0.860146062
ENST00000306560.1,ENSG00000103044,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820],protein_coding,8.96E-06,0.00115333,19.72057312,1.635780534,1,5.159724346,0.327156107,0.008697568,0.318458539,0.025023253,0.318458539,1.037365343,1.496600829
ENST00000602540.5,ENSG00000139289,PHLDA1,pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933],protein_coding,9.06E-06,0.001160217,19.69948206,0.284071924,1,10.44823576,0.056814385,0.000106197,0.056708188,0.009435761,0.056708188,0.432649319,0.624180607
ENST00000607772.5,ENSG00000153721,CNKSR3,CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034],protein_coding,9.12E-06,0.00116595,19.68660451,0.493739971,1,6.950990807,0.098747994,0.001073809,0.097674185,0.014910432,0.097674185,0.57139623,0.824349953
ENST00000326756.3,ENSG00000178163,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365],protein_coding,9.34E-06,0.001181714,19.64108076,0.344501709,1,8.403132519,0.068900342,0.000247833,0.068652509,0.010472395,0.068652509,0.473650447,0.683332691
ENST00000257552.6,ENSG00000135097,MSI1,musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330],protein_coding,9.47E-06,0.001192888,19.61499671,1.363594278,1,5.379791498,0.272718856,0.005473131,0.267245725,0.023944767,0.267245725,0.945684157,1.364332927
ENST00000261326.5,ENSG00000075643,MOCOS,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234],protein_coding,9.50E-06,0.001192888,19.60914109,0.352584064,1,8.654370893,0.070516813,0.000179181,0.070337632,0.010078028,0.070337632,0.478102019,0.689754948
ENST00000323469.4,ENSG00000176490,DIRAS1,DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127],protein_coding,9.54E-06,0.001193904,19.60236492,1.67446767,1,6.754162724,0.334893534,0.001439618,0.333453916,0.015844932,0.333453916,1.037350698,1.4965797
ENST00000172229.7,ENSG00000064300,NGFR,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809],protein_coding,9.65E-06,0.001200441,19.5792541,1.41919651,1,7.674234622,0.283839302,0.000564941,0.283274361,0.012160325,0.283274361,0.954942379,1.377689707
ENST00000284273.5,ENSG00000154127,UBASH3B,ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884],protein_coding,9.63E-06,0.001200441,19.58374922,0.511777362,1,8.869394879,0.102355472,0.000153305,0.102202167,0.00980641,0.102202167,0.573459216,0.827326211
ENST00000224756.12,ENSG00000107771,CCSER2,coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197],protein_coding,9.72E-06,0.001203505,19.56660081,1.84516087,1,7.310223972,0.369032174,0.01328928,0.355742894,0.013402763,0.355742894,1.090591869,1.573390422
ENST00000400337.6,ENSG00000182871,COL18A1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195],protein_coding,9.70E-06,0.001203505,19.56914529,1.167741925,1,5.713785832,0.233548385,0.006297391,0.227250995,0.0215942,0.227250995,0.877784057,1.266373854
ENST00000290039.5,ENSG00000158966,CACHD1,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314],protein_coding,9.78E-06,0.001206587,19.55467031,0.345481402,1,7.994625864,0.06909628,0.000405253,0.068691027,0.011308676,0.068691027,0.475847941,0.686503003
ENST00000244364.10,ENSG00000151914,DST,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],protein_coding,9.85E-06,0.00121048,19.54027093,0.798810958,1,8.831361565,0.159762192,0.006731035,0.153031157,0.00985021,0.153031157,0.72141632,1.040783048
ENST00000367840.3,ENSG00000143164,DCAF6,DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002],protein_coding,9.85E-06,0.00121048,19.54039978,1.483126293,1,6.324887483,0.296625259,0.012913202,0.283712056,0.018069638,0.283712056,0.986325167,1.42296547
ENST00000381151.4,ENSG00000198743,SLC5A3,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038],protein_coding,9.90E-06,0.001211357,19.53072902,0.35398121,1,10.01702937,0.070796242,5.36E-05,0.07074262,0.009267091,0.07074262,0.478255551,0.689976448
ENST00000308713.9,ENSG00000174938,SEZ6L2,seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844],protein_coding,1.01E-05,0.001229001,19.49127062,0.682715559,1,6.75777362,0.136543112,0.003708701,0.132834411,0.01582715,0.132834411,0.671489458,0.96875386
ENST00000588776.6,ENSG00000105519,CAPS,calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487],protein_coding,1.02E-05,0.001238798,19.46614323,0.329311357,1,9.633926516,0.065862271,0.000120663,0.065741608,0.009285341,0.065741608,0.461667489,0.666044949
ENST00000296585.9,ENSG00000164171,ITGA2,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137],protein_coding,1.03E-05,0.001239426,19.46269377,0.341614016,1,8.369183116,0.068322803,0.000264466,0.068058338,0.010532388,0.068058338,0.471343598,0.680004613
ENST00000258884.4,ENSG00000136379,ABHD17C,abhydrolase domain containing 17C [Source:HGNC Symbol;Acc:HGNC:26925],protein_coding,1.05E-05,0.001256044,19.41770247,0.53082325,1,7.937321882,0.10616465,0.000371641,0.105793009,0.011447054,0.105793009,0.583899674,0.842388597
ENST00000262150.6,ENSG00000071991,CDH19,cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758],protein_coding,1.05E-05,0.001256044,19.41744785,1.042217042,1,6.157895158,0.208443408,0.002837451,0.205605958,0.018959836,0.205605958,0.821273288,1.184846102
ENST00000537670.5,ENSG00000188501,LCTL,lactase like [Source:HGNC Symbol;Acc:HGNC:15583],protein_coding,1.05E-05,0.00125712,19.40980904,2.049895771,1,4.925803667,0.409979154,0.009546829,0.400432325,0.026141226,0.400432325,1.153702863,1.66444028
ENST00000272233.5,ENSG00000143878,RHOB,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668],protein_coding,1.06E-05,0.001259573,19.39992129,0.348163948,1,9.561506382,0.06963279,5.63E-05,0.069576451,0.009306578,0.069576451,0.473817155,0.6835732
ENST00000374280.3,ENSG00000158008,EXTL1,exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515],protein_coding,1.07E-05,0.001265393,19.38624538,0.498992103,1,9.144702489,0.099798421,0.000107829,0.099690591,0.009541536,0.099690591,0.565895471,0.816414041
ENST00000296861.2,ENSG00000146072,TNFRSF21,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469],protein_coding,1.08E-05,0.001274013,19.36842069,0.301447797,1,8.211044826,0.060289559,0.000240289,0.06004927,0.010833949,0.06004927,0.4447061,0.641574853
ENST00000377047.8,ENSG00000183098,GPC6,glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454],protein_coding,1.08E-05,0.001279738,19.35743393,0.478196216,1,7.458709196,0.095639243,0.000499971,0.095139272,0.012860013,0.095139272,0.556592922,0.802993308
ENST00000261692.6,ENSG00000111328,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002],protein_coding,1.09E-05,0.001280098,19.35447603,0.415086579,1,9.172491208,0.083017316,0.000252105,0.082765211,0.009519765,0.082765211,0.516317962,0.744888863
ENST00000407071.6,ENSG00000162849,KIF26B,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484],protein_coding,1.10E-05,0.001292274,19.33156323,5.092665578,1,5.081916419,1.018533116,0.016803429,1.001729687,0.025364277,1.001729687,1.807527111,2.607708645
ENST00000258873.8,ENSG00000103740,ACSBG1,acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567],protein_coding,1.10E-05,0.001294627,19.32567712,1.140503936,1,5.771186034,0.228100787,0.004951212,0.223149575,0.021218136,0.223149575,0.863396096,1.245616428
ENST00000308775.6,ENSG00000173402,DAG1,dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666],protein_coding,1.11E-05,0.001295871,19.3173992,0.273242147,1,10.86137159,0.054648429,0.00014535,0.054503079,0.009791687,0.054503079,0.425723612,0.614188931
ENST00000583211.5,ENSG00000136490,LIMD2,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142],protein_coding,1.12E-05,0.001301914,19.30294327,1.354702146,1,5.645904182,0.270940429,0.009465019,0.26147541,0.022058148,0.26147541,0.944615957,1.36279184
ENST00000233616.8,ENSG00000115275,MOGS,mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862],protein_coding,1.14E-05,0.001327775,19.25679286,0.339112748,1,8.917418736,0.06782255,0.000392014,0.067430535,0.00975365,0.067430535,0.468471849,0.675861558
ENST00000274457.4,ENSG00000145780,FEM1C,fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933],protein_coding,1.14E-05,0.001327775,19.25298689,0.317471336,1,8.903664614,0.063494267,0.000135366,0.063358901,0.009768472,0.063358901,0.453326382,0.654011283
ENST00000402673.6,ENSG00000152700,SAR1B,secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535],protein_coding,1.14E-05,0.001327775,19.25545671,0.280828278,1,8.354942093,0.056165656,0.000295876,0.055869779,0.010558045,0.055869779,0.429762401,0.620015667
ENST00000370466.3,ENSG00000162645,GBP2,guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183],protein_coding,1.16E-05,0.001342838,19.22478583,1.112952706,1,5.421342129,0.222590541,0.006492523,0.216098018,0.023690024,0.216098018,0.86092513,1.242051581
ENST00000354666.3,ENSG00000197977,ELOVL2,ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416],protein_coding,1.18E-05,0.00135165,19.19812367,0.495490763,1,8.942677911,0.099098153,0.000111634,0.098986519,0.009727029,0.098986519,0.56355808,0.8130419
ENST00000394249.7,ENSG00000198901,PRC1,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341],protein_coding,1.19E-05,0.001363888,19.17621693,0.385441831,1,9.980901503,0.077088366,0.000100013,0.076988353,0.009262084,0.076988353,0.497444976,0.717660917
ENST00000269701.6,ENSG00000105127,AKAP8,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378],protein_coding,1.20E-05,0.001370619,19.15978843,0.357535327,1,8.109215825,0.071507065,0.000479224,0.071027842,0.011048094,0.071027842,0.481948143,0.695303728
ENST00000373084.8,ENSG00000167106,FAM102A,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419],protein_coding,1.20E-05,0.001371934,19.15553701,0.403876416,1,8.026524366,0.080775283,0.001412522,0.079362761,0.011234003,0.079362761,0.513309544,0.740548635
ENST00000372827.7,ENSG00000116985,BMP8B,bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075],protein_coding,1.22E-05,0.001379266,19.13006481,0.326071725,1,8.903629032,0.065214345,0.000126546,0.065087799,0.00976851,0.065087799,0.458755259,0.661843492
ENST00000553716.5,ENSG00000119630,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893],protein_coding,1.22E-05,0.001379266,19.13925849,1.316546225,1,6.197710046,0.263309245,0.005878575,0.25743067,0.018745124,0.25743067,0.920918027,1.328602977
ENST00000586582.5,ENSG00000167680,SEMA6B,semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739],protein_coding,1.22E-05,0.001379266,19.12950425,1.817576607,1,8.050038009,0.363515321,0.000718634,0.362796687,0.011180021,0.362796687,1.079113512,1.556830666
ENST00000303562.8,ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]",protein_coding,1.23E-05,0.001385545,19.11355826,0.501758396,1,8.446614436,0.100351679,0.000250488,0.100101191,0.010397941,0.100101191,0.566949861,0.817935202
ENST00000580732.6,ENSG00000141449,GREB1L,GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042],protein_coding,1.24E-05,0.00138777,19.10818946,3.487308798,1,6.071966205,0.69746176,0.007081729,0.690380031,0.019431094,0.690380031,1.4946332,2.156298455
ENST00000370206.8,ENSG00000117519,CNN3,calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157],protein_coding,1.25E-05,0.001395568,19.08600466,0.560926727,1,9.909759701,0.112185345,5.03E-05,0.112135022,0.009256316,0.112135022,0.599390341,0.864736891
ENST00000238682.7,ENSG00000119699,TGFB3,transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769],protein_coding,1.28E-05,0.001405706,19.03978065,0.418309026,1,7.337316248,0.083661805,0.000870455,0.08279135,0.013300115,0.08279135,0.523188624,0.754801126
ENST00000256759.7,ENSG00000134363,FST,follistatin [Source:HGNC Symbol;Acc:HGNC:3971],protein_coding,1.28E-05,0.001405706,19.0467541,1.399818415,1,5.954118898,0.279963683,0.008114769,0.271848914,0.020100873,0.271848914,0.952062865,1.37353545
ENST00000277900.12,ENSG00000148700,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245],protein_coding,1.27E-05,0.001405706,19.05309621,0.416157476,1,9.142343868,0.083231495,0.000216473,0.083015022,0.009543425,0.083015022,0.51622224,0.744750765
ENST00000398015.7,ENSG00000154928,EPHB1,EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392],protein_coding,1.28E-05,0.001405706,19.04595634,1.262284377,1,6.398607037,0.252456875,0.003590023,0.248866852,0.017682146,0.248866852,0.899033422,1.297030187
ENST00000430249.6,ENSG00000021826,CPS1,carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323],protein_coding,1.28E-05,0.001405706,19.03920456,0.612690289,1,8.460705851,0.122538058,0.000983212,0.121554846,0.010374381,0.121554846,0.626336427,0.903611849
ENST00000541754.1,ENSG00000166741,NNMT,nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861],processed_transcript,1.28E-05,0.001405706,19.04467829,3.199028664,1,4.86648246,0.639805733,0.027743013,0.612062719,0.026506919,0.612062719,1.441125887,2.079103772
ENST00000294304.11,ENSG00000162337,LRP5,LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697],protein_coding,1.29E-05,0.001408251,19.03243222,0.242811866,1,9.002361896,0.048562373,0.000139694,0.04842268,0.009667188,0.04842268,0.399197209,0.575919446
ENST00000624686.1,ENSG00000266028,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751],TEC,1.30E-05,0.001414265,19.01756948,0.583904408,1,6.838986331,0.116780882,0.000962302,0.11581858,0.015433394,0.11581858,0.615176704,0.887511783
ENST00000399312.2,ENSG00000243927,MRPS6,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051],protein_coding,1.31E-05,0.001427144,18.99579754,0.971850157,1,8.074833006,0.194370031,0.000422221,0.19394781,0.011124064,0.19394781,0.788718192,1.137879059
ENST00000264828.3,ENSG00000080573,COL5A3,collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864],protein_coding,1.31E-05,0.001428625,18.98935509,0.759168978,1,5.900306909,0.151833796,0.002563252,0.149270544,0.020418331,0.149270544,0.708420827,1.022034527
ENST00000263398.10,ENSG00000026508,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681],protein_coding,1.33E-05,0.001444711,18.96124329,0.358864644,1,9.408944267,0.071772929,0.000136175,0.071636753,0.009370083,0.071636753,0.479750223,0.692132802
ENST00000378565.9,ENSG00000136156,ITM2B,integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174],protein_coding,1.34E-05,0.001444711,18.95909641,0.302247088,1,8.549169753,0.060449418,0.000204394,0.060245024,0.010232732,0.060245024,0.442769694,0.638781212
ENST00000515641.1,ENSG00000151458,ANKRD50,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223],protein_coding,1.36E-05,0.00146039,18.92744305,2.168232017,1,6.249763762,0.433646403,0.016590211,0.417056193,0.01846707,0.417056193,1.180712974,1.703407607
ENST00000244745.3,ENSG00000124766,SOX4,SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200],protein_coding,1.37E-05,0.001468524,18.90865279,0.4167166,1,7.918108915,0.08334332,0.000415737,0.082927583,0.011494684,0.082927583,0.517886591,0.747151915
ENST00000264748.6,ENSG00000127418,FGFRL1,fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693],protein_coding,1.38E-05,0.001473948,18.89225094,1.404029625,1,7.850332956,0.280805925,0.000544464,0.280261461,0.011667756,0.280261461,0.947661783,1.367186034
ENST00000243349.12,ENSG00000123612,ACVR1C,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123],protein_coding,1.42E-05,0.001501948,18.84463068,0.505631168,1,6.873556022,0.101126234,0.001305621,0.099820612,0.015269452,0.099820612,0.575086994,0.829674596
ENST00000002596.5,ENSG00000002587,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],protein_coding,1.43E-05,0.001507672,18.8273744,1.339116746,1,5.916817204,0.267823349,0.002378209,0.26544514,0.020320046,0.26544514,0.925283149,1.334900512
ENST00000303296.8,ENSG00000110422,HIPK3,homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915],protein_coding,1.43E-05,0.001507672,18.83169283,0.961420129,1,7.796086711,0.192284026,0.005897737,0.186386289,0.011812101,0.186386289,0.784952486,1.132446297
ENST00000380861.8,ENSG00000047644,WWC3,WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237],protein_coding,1.44E-05,0.001514432,18.81452637,0.249934152,1,8.278121069,0.04998683,0.000252712,0.049734118,0.010701526,0.049734118,0.406179466,0.585992708
ENST00000367816.5,ENSG00000143153,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804],protein_coding,1.44E-05,0.001514974,18.81168889,0.824715891,1,8.149287668,0.164943178,0.000680843,0.164262335,0.010961906,0.164262335,0.726094781,1.047532636
ENST00000566316.5,ENSG00000166669,ATF7IP2,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397],retained_intron,1.46E-05,0.00152042,18.79411293,0.998233725,1,5.690314935,0.199646745,0.005308206,0.194338539,0.021752141,0.194338539,0.810269721,1.168971321
ENST00000540783.5,ENSG00000091428,RAPGEF4,Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626],protein_coding,1.46E-05,0.00152415,18.78729974,0.97843621,1,6.727562604,0.195687242,0.002706122,0.19298112,0.015976629,0.19298112,0.790882699,1.14100178
ENST00000505076.1,ENSG00000249910,TRIM51CP,"tripartite motif-containing 51C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43968]",unprocessed_pseudogene,1.47E-05,0.001527418,18.77489182,3.452074665,1,4.357258719,0.690414933,0.014026498,0.676388435,0.031653645,0.676388435,1.486152184,2.144062943
ENST00000482125.1,ENSG00000114416,FXR1,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023],protein_coding,1.48E-05,0.001535219,18.75859239,2.747378496,1,4.958889212,0.549475699,0.034018817,0.515456882,0.025958064,0.515456882,1.346749875,1.942948059
ENST00000303115.7,ENSG00000168685,IL7R,interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024],protein_coding,1.51E-05,0.001554714,18.72395156,1.291391101,1,6.087538931,0.25827822,0.003306961,0.254971259,0.019344771,0.254971259,0.908307474,1.310409807
ENST00000355852.6,ENSG00000090097,PCBP4,poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652],protein_coding,1.51E-05,0.001555736,18.72059032,0.328925828,1,9.336431806,0.065785166,0.00025279,0.065532375,0.009409291,0.065532375,0.459534098,0.662967118
ENST00000297488.10,ENSG00000129422,MTUS1,microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789],protein_coding,1.53E-05,0.001562288,18.70416738,0.352056132,1,8.882502138,0.070411226,0.000217506,0.070193721,0.009791729,0.070193721,0.474947452,0.685203872
ENST00000280562.9,ENSG00000090975,PITPNM2,phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044],protein_coding,1.55E-05,0.001576908,18.66969918,0.337556487,1,8.291763042,0.067511297,0.001017248,0.066494049,0.010675415,0.066494049,0.468461602,0.675846775
ENST00000274811.8,ENSG00000146083,RNF44,ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180],protein_coding,1.58E-05,0.001591099,18.64369546,0.270706827,1,8.064671127,0.054141365,0.000331799,0.053809566,0.011146878,0.053809566,0.421752305,0.608459549
ENST00000531774.1,ENSG00000187098,MITF,melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105],protein_coding,1.58E-05,0.00159252,18.63641732,2.487794604,1,5.986815205,0.497558921,0.012567043,0.484991878,0.019911814,0.484991878,1.260295336,1.818220608
ENST00000369700.3,ENSG00000146250,PRSS35,serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387],protein_coding,1.59E-05,0.001595882,18.62210815,0.462489889,1,6.794733212,0.092497978,0.000953156,0.091544822,0.015646476,0.091544822,0.550769973,0.794592574
ENST00000360388.8,ENSG00000196376,SLC35F1,solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483],protein_coding,1.60E-05,0.001596205,18.61762171,8.548504164,1,5.597634727,1.709700833,0.042676988,1.667023845,0.022402122,1.667023845,2.336038654,3.370189114
ENST00000300441.8,ENSG00000167107,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],protein_coding,1.61E-05,0.00160407,18.60416038,0.387941289,1,7.583110821,0.077588258,0.000916735,0.076671523,0.012443227,0.076671523,0.502135015,0.724427208
ENST00000317201.6,ENSG00000105997,HOXA3,homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104],protein_coding,1.65E-05,0.001639238,18.55543405,0.422055353,1,7.651353955,0.084411071,0.000778197,0.083632873,0.012229562,0.083632873,0.521483846,0.752341652
ENST00000322038.5,ENSG00000179981,TSHZ1,teashirt zinc finger homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10669],protein_coding,1.65E-05,0.001639238,18.5580026,0.293437098,1,8.169402705,0.05868742,0.000403121,0.058284298,0.010919585,0.058284298,0.437074907,0.630565376
ENST00000430804.5,ENSG00000188906,LRRK2,leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618],nonsense_mediated_decay,1.67E-05,0.001654566,18.53098881,0.309310901,1,7.898413057,0.06186218,0.000791099,0.061071082,0.011544164,0.061071082,0.450267231,0.649597864
ENST00000521913.6,ENSG00000092964,DPYSL2,dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014],protein_coding,1.69E-05,0.001666531,18.51178411,0.975037206,1,6.413230818,0.195007441,0.00952458,0.185482861,0.0176054,0.185482861,0.800754132,1.155243238
ENST00000425354.6,ENSG00000172819,RARG,retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866],protein_coding,1.69E-05,0.001667995,18.50531061,1.107579185,1,7.114209963,0.221515837,0.008472842,0.213042995,0.014192321,0.213042995,0.843459445,1.21685394
ENST00000508672.1,ENSG00000250919,UGT2B26P,"UDP glucuronosyltransferase family 2 member B26, pseudogene [Source:HGNC Symbol;Acc:HGNC:12550]",unprocessed_pseudogene,1.69E-05,0.001667995,18.50555375,0.994454075,1,5.66773295,0.198890815,0.003651634,0.195239181,0.021906537,0.195239181,0.803834894,1.159687835
