MITF ChIP-seq Colo829,,,,,,,,,,,,,,,,,,
seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr13,46074706,46075471,766,*,MACS_peak_2459,99.6,"Intron (uc001vak.3/83548, intron 13 of 22)",13,46050336,46110833,60498,1,83548,uc010aci.3,24370,ENSG00000136152,COG3,component of oligomeric golgi complex 3
chr13,46631607,46632428,822,*,MACS_peak_2460,153.71,"Exon (uc001vaw.3/1361, exon 9 of 11)",13,46626983,46675482,48500,1,100509894,uc001vav.1,4624,ENSG00000235903,CPB2-AS1,CPB2 antisense RNA 1
chr13,46699617,46700161,545,*,MACS_peak_2461,58.39,3' UTR,13,46700058,46717015,16958,2,3936,uc010ack.3,16854,ENSG00000136167,LCP1,lymphocyte cytosolic protein 1
chr13,46964006,46964667,662,*,MACS_peak_2462,166.95,Promoter (<=1kb),13,46916137,46964147,48011,2,80183,uc001vbh.4,0,ENSG00000102445,RUBCNL,RUN and cysteine rich domain containing beclin 1 interacting protein like
chr13,47170446,47171128,683,*,MACS_peak_2463,84.84,"Intron (uc010acp.2/23143, intron 1 of 12)",13,47127296,47327175,199880,1,23143,uc001vbl.4,43150,ENSG00000136141,LRCH1,leucine rich repeats and calponin homology domain containing 1
chr13,47205143,47205515,373,*,MACS_peak_2464,65.95,"Intron (uc010acp.2/23143, intron 1 of 12)",13,47127296,47327175,199880,1,23143,uc001vbl.4,77847,ENSG00000136141,LRCH1,leucine rich repeats and calponin homology domain containing 1
chr13,47265459,47265818,360,*,MACS_peak_2465,103.9,"Intron (uc010acp.2/23143, intron 7 of 12)",13,47349523,47355750,6228,2,2098,uc001vbp.1,89932,ENSG00000139684,ESD,esterase D
chr13,47370515,47371270,756,*,MACS_peak_2466,70.22,Promoter (<=1kb),13,47345391,47371367,25977,2,2098,uc001vbn.3,97,ENSG00000139684,ESD,esterase D
chr13,47440340,47440999,660,*,MACS_peak_2467,65.01,"Intron (uc001vbr.4/3356, intron 2 of 2)",13,47405677,47471211,65535,2,3356,uc001vbr.4,30212,ENSG00000102468,HTR2A,5-hydroxytryptamine receptor 2A
chr13,47445754,47446161,408,*,MACS_peak_2468,56.04,"Intron (uc001vbr.4/3356, intron 2 of 2)",13,47405677,47471211,65535,2,3356,uc001vbr.4,25050,ENSG00000102468,HTR2A,5-hydroxytryptamine receptor 2A
chr13,48877529,48878035,507,*,MACS_peak_2470,59.59,Promoter (<=1kb),13,48870649,48877797,7149,2,100862704,uc001vca.3,0,ENSG00000231473,LINC00441,long intergenic non-protein coding RNA 441
chr13,49660905,49661328,424,*,MACS_peak_2473,62.15,"Intron (uc001vcl.1/22862, intron 3 of 7)",13,49684449,49765245,80797,1,22862,uc001vcp.1,-23121,ENSG00000102531,FNDC3A,fibronectin type III domain containing 3A
chr13,49684155,49684562,408,*,MACS_peak_2474,234.9,Promoter (<=1kb),13,49684449,49765245,80797,1,22862,uc001vcp.1,0,ENSG00000102531,FNDC3A,fibronectin type III domain containing 3A
chr13,50018853,50019721,869,*,MACS_peak_2476,195.95,Promoter (<=1kb),13,50018429,50069139,50711,1,83852,uc001vcz.3,424,ENSG00000136169,SETDB2,SET domain bifurcated 2
chr13,50699571,50699998,428,*,MACS_peak_2477,54.86,Promoter (<=1kb),13,50556688,50699677,142990,2,8847,uc001vdn.1,0,ENSG00000231607,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding)
chr13,50799790,50800178,389,*,MACS_peak_2478,53.81,"Intron (uc010adl.1/10301, intron 1 of 1)",13,50746154,50747751,1598,1,145165,uc001vej.3,53636,NA,ST13P4,"ST13, Hsp70 interacting protein pseudogene 4"
chr13,50975205,50975628,424,*,MACS_peak_2479,83.99,"Exon (uc001ven.1/uc001ven.1, exon 6 of 6)",13,50746154,50747751,1598,1,145165,uc001vej.3,229051,NA,ST13P4,"ST13, Hsp70 interacting protein pseudogene 4"
chr13,51024103,51025070,968,*,MACS_peak_2480,60.09,"Intron (uc001vee.1/10301, intron 5 of 5)",13,50746154,50747751,1598,1,145165,uc001vej.3,277949,NA,ST13P4,"ST13, Hsp70 interacting protein pseudogene 4"
chr13,51058338,51059194,857,*,MACS_peak_2481,134.74,"Intron (uc001vee.1/10301, intron 5 of 5)",13,50746154,50747751,1598,1,145165,uc001vej.3,312184,NA,ST13P4,"ST13, Hsp70 interacting protein pseudogene 4"
chr13,51579747,51580078,332,*,MACS_peak_2484,69.3,"Intron (uc001vfc.4/2974, intron 15 of 16)",13,51568647,51640293,71647,2,2974,uc001vfc.4,60215,ENSG00000123201,GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
chr13,51622017,51622542,526,*,MACS_peak_2485,102.72,5' UTR,13,51568647,51640293,71647,2,2974,uc001vfc.4,17751,ENSG00000123201,GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
chr13,51849160,51849608,449,*,MACS_peak_2486,102.61,"Intron (uc001vff.2/220108, intron 4 of 4)",13,51796470,51858377,61908,1,220108,uc001vfg.2,52690,ENSG00000150510,FAM124A,family with sequence similarity 124 member A
chr13,52158026,52158353,328,*,MACS_peak_2489,61.01,Promoter (<=1kb),13,52158484,52325801,167318,1,115825,uc010ads.1,-131,ENSG00000139668,WDFY2,WD repeat and FYVE domain containing 2
chr13,52400705,52401131,427,*,MACS_peak_2490,77.87,"Exon (uc010tgq.1/283521, exon 3 of 5)",13,52387483,52419286,31804,2,283521,uc001vft.1,18155,ENSG00000281106,TMEM272,transmembrane protein 272
chr13,53226513,53227024,512,*,MACS_peak_2491,60.38,Promoter (<=1kb),13,53226831,53262433,35603,1,10910,uc001vhb.2,0,ENSG00000165416,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
chr13,67094428,67095262,835,*,MACS_peak_2505,55.05,"Intron (uc010aei.3/5101, intron 3 of 3)",13,67399301,67489163,89863,1,100874064,uc031qmb.1,-304039,ENSG00000228842,PCDH9-AS2,PCDH9 antisense RNA 2
chr13,74707593,74708340,748,*,MACS_peak_2510,116.81,Promoter (<=1kb),13,74260149,74708066,447918,2,11278,uc001vjf.3,0,ENSG00000118922,KLF12,Kruppel like factor 12
chr13,74820852,74821368,517,*,MACS_peak_2512,50.23,"Intron (uc001vji.1/uc001vji.1, intron 1 of 1)",13,74260149,74708394,448246,2,11278,uc010aeq.3,-112458,ENSG00000118922,KLF12,Kruppel like factor 12
chr13,75900710,75901046,337,*,MACS_peak_2515,62.66,"Intron (uc001vjl.1/9882, intron 9 of 20)",13,75858809,75890739,31931,2,9882,uc010thu.1,-9971,ENSG00000136111,TBC1D4,TBC1 domain family member 4
chr13,77805195,77805736,542,*,MACS_peak_2521,50.33,"Intron (uc010aev.3/23077, intron 18 of 82)",13,77618792,77901177,282386,2,23077,uc010aev.3,95441,ENSG00000005810,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
chr13,77901187,77901472,286,*,MACS_peak_2522,52.33,Promoter (<=1kb),13,77618792,77901177,282386,2,23077,uc021rks.1,-10,ENSG00000005810,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
chr13,78167312,78167647,336,*,MACS_peak_2523,51.48,"Intron (uc001vki.3/8796, intron 11 of 32)",13,78109809,78219398,109590,1,8796,uc010thx.2,57503,ENSG00000136155,SCEL,sciellin
chr13,78315131,78315547,417,*,MACS_peak_2524,52.91,Promoter (<=1kb),13,78315295,78338377,23083,1,122060,uc001vkl.1,0,ENSG00000139737,SLAIN1,SLAIN motif family member 1
chr13,78427635,78428414,780,*,MACS_peak_2526,163,"Intron (uc001vkn.1/uc001vkn.1, intron 6 of 6)",13,78469616,78492966,23351,2,1910,uc001vko.2,64552,ENSG00000136160,EDNRB,endothelin receptor type B
chr13,78492664,78493083,420,*,MACS_peak_2527,50.97,Promoter (<=1kb),13,78469616,78492966,23351,2,1910,uc001vko.2,0,ENSG00000136160,EDNRB,endothelin receptor type B
chr13,78493689,78494204,516,*,MACS_peak_2528,90.85,Promoter (<=1kb),13,78493824,79158297,664474,1,100874222,uc001vks.3,0,ENSG00000234377,RNF219-AS1,RNF219 antisense RNA 1
chr13,78543275,78543837,563,*,MACS_peak_2529,93.83,"Intron (uc001vks.3/100874222, intron 1 of 2)",13,78469616,78549664,80049,2,1910,uc001vkq.1,5827,ENSG00000136160,EDNRB,endothelin receptor type B
chr13,78604022,78604474,453,*,MACS_peak_2530,75.87,"Exon (uc031qmk.1/100874175, exon 3 of 6)",13,78587018,78627730,40713,1,100874175,uc031qmk.1,17004,NA,LINC00446,long intergenic non-protein coding RNA 446
chr13,80914943,80915888,946,*,MACS_peak_2536,51.07,Promoter (<=1kb),13,80910112,80915086,4975,2,10253,uc001vlj.3,0,ENSG00000136158,SPRY2,sprouty RTK signaling antagonist 2
chr13,86071771,86072111,341,*,MACS_peak_2540,62.66,"Intron (uc031qmo.1/100874137, intron 1 of 3)",13,85937738,86118797,181060,1,100874137,uc031qmo.1,134033,ENSG00000226317,LINC00351,long intergenic non-protein coding RNA 351
chr13,92001367,92001740,374,*,MACS_peak_2546,56.41,Promoter (1-2kb),13,92002859,92003645,787,1,406980,uc021rlf.1,-1119,ENSG00000284375,MIR19B1,microRNA 19b-1
chr13,95131819,95132588,770,*,MACS_peak_2547,221.86,Promoter (<=1kb),13,95091841,95131936,40096,2,1638,uc001vlv.4,0,ENSG00000080166,DCT,dopachrome tautomerase
chr13,96356862,96357108,247,*,MACS_peak_2549,92.79,"Intron (uc001vmp.3/5611, intron 1 of 4)",13,96329393,96447243,117851,1,5611,uc001vmq.3,27469,ENSG00000102580,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3
chr13,97846440,97847023,584,*,MACS_peak_2551,124.03,"Intron (uc031qmz.1/10150, intron 1 of 7)",13,97874550,98046374,171825,1,10150,uc001vmz.4,-27527,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2
chr13,97863725,97864033,309,*,MACS_peak_2552,56.63,"Intron (uc031qmz.1/10150, intron 1 of 7)",13,97874550,98046374,171825,1,10150,uc001vmz.4,-10517,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2
chr13,97910236,97910616,381,*,MACS_peak_2553,58.35,"Intron (uc031qmz.1/10150, intron 2 of 7)",13,97927886,98046374,118489,1,10150,uc010tij.2,-17270,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2
chr13,97937445,97938205,761,*,MACS_peak_2554,69.96,"Intron (uc031qmz.1/10150, intron 3 of 7)",13,97927886,98046374,118489,1,10150,uc010tij.2,9559,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2
chr13,98019443,98020015,573,*,MACS_peak_2555,51.01,"Intron (uc031qmz.1/10150, intron 7 of 7)",13,97999295,98011528,12234,1,10150,uc001vnc.3,20148,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2
chr13,98907629,98908334,706,*,MACS_peak_2558,92.47,"Intron (uc001vnh.3/10160, intron 2 of 27)",13,98860778,98860854,77,1,100422881,uc021rlt.1,46851,ENSG00000263399,MIR3170,microRNA 3170
chr13,98944014,98944280,267,*,MACS_peak_2559,109.09,"Intron (uc001vnh.3/10160, intron 2 of 27)",13,98860778,98860854,77,1,100422881,uc021rlt.1,83236,ENSG00000263399,MIR3170,microRNA 3170
chr13,99173466,99173953,488,*,MACS_peak_2560,60.68,Promoter (<=1kb),13,99102455,99174341,71887,2,8428,uc001vnm.1,388,ENSG00000102572,STK24,serine/threonine kinase 24
chr13,99880916,99881786,871,*,MACS_peak_2561,78.85,"Intron (uc001voa.4/337867, intron 1 of 8)",13,99853163,100038753,185591,1,337867,uc010tiw.2,27753,ENSG00000134882,UBAC2,UBA domain containing 2
chr13,102069405,102069912,508,*,MACS_peak_2563,53.54,Promoter (<=1kb),13,101832739,102068843,236105,2,259232,uc001vpa.2,-562,ENSG00000102452,NALCN,"sodium leak channel, non-selective"
chr13,102497945,102498381,437,*,MACS_peak_2564,51.76,"Intron (uc001vpe.2/2259, intron 3 of 4)",13,102373205,102568995,195791,2,2259,uc001vpe.2,70614,ENSG00000102466,FGF14,fibroblast growth factor 14
chr13,103248995,103249511,517,*,MACS_peak_2565,74.66,Promoter (<=1kb),13,103249286,103331523,82238,1,7174,uc001vpi.4,0,ENSG00000134900,TPP2,tripeptidyl peptidase 2
chr13,103470109,103470711,603,*,MACS_peak_2567,71.06,Promoter (2-3kb),13,103472737,103493888,21152,1,54841,uc001vpv.3,-2026,ENSG00000134897,BIVM,"basic, immunoglobulin-like variable motif containing"
chr13,108086767,108087247,481,*,MACS_peak_2575,61.87,"Intron (uc001vql.3/728215, intron 1 of 2)",13,107820879,108519460,698582,2,728215,uc001vql.3,432213,ENSG00000204442,FAM155A,family with sequence similarity 155 member A
chr13,108959118,108959628,511,*,MACS_peak_2577,60.36,3' UTR,13,108955154,108955713,560,1,10673,uc001vqs.1,3964,ENSG00000102524,TNFSF13B,TNF superfamily member 13b
chr13,109273712,109274307,596,*,MACS_peak_2578,71.49,"Intron (uc001vqt.1/23026, intron 1 of 34)",13,109281571,109860355,578785,1,23026,uc010agk.2,-7264,ENSG00000041515,MYO16,myosin XVI
chr13,109394945,109395347,403,*,MACS_peak_2579,85.88,"Intron (uc001vqt.1/23026, intron 4 of 34)",13,109445864,109708405,262542,1,23026,uc001vqu.1,-50517,ENSG00000041515,MYO16,myosin XVI
chr13,109407107,109407704,598,*,MACS_peak_2580,52.82,"Intron (uc001vqt.1/23026, intron 4 of 34)",13,109445864,109708405,262542,1,23026,uc001vqu.1,-38160,ENSG00000041515,MYO16,myosin XVI
chr13,109511558,109512542,985,*,MACS_peak_2581,166.71,"Intron (uc001vqt.1/23026, intron 11 of 34)",13,109538495,109780039,241545,1,23026,uc010tjh.1,-25953,ENSG00000041515,MYO16,myosin XVI
chr13,109567833,109568461,629,*,MACS_peak_2582,116.28,"Intron (uc001vqt.1/23026, intron 16 of 34)",13,109538495,109780039,241545,1,23026,uc010tjh.1,29338,ENSG00000041515,MYO16,myosin XVI
chr13,109832936,109833904,969,*,MACS_peak_2583,126.91,"Intron (uc001vqt.1/23026, intron 34 of 34)",13,109816253,109819651,3399,2,100885782,uc031qng.1,-13285,ENSG00000236242,MYO16-AS1,MYO16 antisense RNA 1
chr13,110430505,110430942,438,*,MACS_peak_2585,54.29,"Intron (uc001vqv.3/8660, intron 1 of 1)",13,110406184,110438914,32731,2,8660,uc001vqv.3,7972,ENSG00000185950,IRS2,insulin receptor substrate 2
chr13,111049848,111050128,281,*,MACS_peak_2590,76.11,"Intron (uc001vqx.3/1284, intron 4 of 47)",13,110959631,111165373,205743,1,1284,uc001vqx.3,90217,ENSG00000134871,COL4A2,collagen type IV alpha 2 chain
chr13,111061609,111062406,798,*,MACS_peak_2591,53.22,"Intron (uc001vqx.3/1284, intron 4 of 47)",13,111154923,111160526,5604,2,100874203,uc031qnh.1,98120,ENSG00000232814,COL4A2-AS1,COL4A2 antisense RNA 1
chr13,111077171,111078006,836,*,MACS_peak_2592,69.65,"Exon (uc001vqx.3/1284, exon 5 of 48)",13,111154923,111160526,5604,2,100874203,uc031qnh.1,82520,ENSG00000232814,COL4A2-AS1,COL4A2 antisense RNA 1
chr13,111567648,111568385,738,*,MACS_peak_2594,104.84,Promoter (<=1kb),13,111545045,111567416,22372,2,55608,uc001vro.1,-232,ENSG00000088448,ANKRD10,ankyrin repeat domain 10
chr13,113241641,113241975,335,*,MACS_peak_2597,85.97,Promoter (<=1kb),13,113139328,113242481,103154,2,10426,uc001vse.1,506,ENSG00000126216,TUBGCP3,tubulin gamma complex associated protein 3
chr13,113676966,113677404,439,*,MACS_peak_2598,95.68,"Intron (uc031qnk.1/23263, intron 2 of 27)",13,113656028,113754053,98026,1,23263,uc010tjs.2,20938,ENSG00000126217,MCF2L,MCF.2 cell line derived transforming sequence like
chr13,113695616,113696039,424,*,MACS_peak_2599,52.5,Promoter (2-3kb),13,113698969,113741770,42802,1,23263,uc001vst.1,-2930,ENSG00000126217,MCF2L,MCF.2 cell line derived transforming sequence like
chr13,113737996,113738347,352,*,MACS_peak_2600,66.25,"Exon (uc031qnk.1/23263, exon 18 of 28)",13,113760102,113771528,11427,1,2155,uc010agp.2,-21755,ENSG00000057593,F7,coagulation factor VII
chr13,113841523,113841924,402,*,MACS_peak_2601,53.81,Promoter (1-2kb),13,113831853,113840346,8494,2,55795,uc001vtb.3,-1177,ENSG00000126226,PCID2,PCI domain containing 2
chr13,113950812,113951673,862,*,MACS_peak_2602,112.35,Promoter (<=1kb),13,113951469,113977741,26273,1,3916,uc001vtm.1,0,ENSG00000185896,LAMP1,lysosomal associated membrane protein 1
chr13,114279356,114280501,1146,*,MACS_peak_2603,77.07,"Intron (uc010tkd.2/7027, intron 4 of 10)",13,114303122,114312513,9392,2,496,uc001vtz.3,32012,ENSG00000186009,ATP4B,ATPase H+/K+ transporting beta subunit
chr13,114803752,114804195,444,*,MACS_peak_2604,107.47,Promoter (2-3kb),13,114786880,114801669,14790,2,22821,uc010aha.1,-2083,ENSG00000185989,RASA3,RAS p21 protein activator 3
chr13,114829845,114830435,591,*,MACS_peak_2605,189.37,"Intron (uc010tkk.2/22821, intron 2 of 23)",13,114747194,114843438,96245,2,22821,uc010tkk.2,13003,ENSG00000185989,RASA3,RAS p21 protein activator 3
chr13,114830617,114830951,335,*,MACS_peak_2606,77.58,"Intron (uc010tkk.2/22821, intron 2 of 23)",13,114747194,114843438,96245,2,22821,uc010tkk.2,12487,ENSG00000185989,RASA3,RAS p21 protein activator 3
chr13,114880722,114881228,507,*,MACS_peak_2607,56.89,"Intron (uc001vui.3/22821, intron 1 of 23)",13,114747194,114898095,150902,2,22821,uc001vui.3,16867,ENSG00000185989,RASA3,RAS p21 protein activator 3
chr14,20811357,20811777,421,*,MACS_peak_2610,94.83,Promoter (<=1kb),14,20811773,20826062,14290,1,10038,uc001vxb.1,0,ENSG00000129484,PARP2,poly(ADP-ribose) polymerase 2
chr14,20846995,20847518,524,*,MACS_peak_2611,56.07,Promoter (2-3kb),14,20839648,20850515,10868,2,7011,uc010tlh.1,2997,ENSG00000129566,TEP1,telomerase associated protein 1
chr14,20923000,20923567,568,*,MACS_peak_2612,74.43,Promoter (<=1kb),14,20923290,20925931,2642,1,328,uc001vxg.3,0,ENSG00000100823,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
chr14,20929610,20930204,595,*,MACS_peak_2613,141.22,Promoter (<=1kb),14,20926012,20929637,3626,2,90809,uc001vxk.2,0,ENSG00000165782,PIP4P1,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1"
chr14,21081685,21082019,335,*,MACS_peak_2614,96.91,"Exon (uc021rny.1/uc021rny.1, exon 1 of 1)",14,21058240,21058982,743,2,493901,uc001vxt.3,-22703,ENSG00000258436,RNASE12,ribonuclease A family member 12 (inactive)
chr14,21131014,21131401,388,*,MACS_peak_2615,51.48,"Exon (uc021rof.1/uc021rof.1, exon 1 of 1)",14,21152336,21162345,10010,1,283,uc001vxw.4,-20935,ENSG00000214274,ANG,angiogenin
chr14,21571658,21572385,728,*,MACS_peak_2618,96.98,Promoter (<=1kb),14,21558205,21572863,14659,2,51222,uc010aik.1,478,ENSG00000165804,ZNF219,zinc finger protein 219
chr14,21851953,21852494,542,*,MACS_peak_2619,53.35,Promoter (<=1kb),14,21819631,21852425,32795,2,11198,uc001wao.2,0,ENSG00000092201,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit"
chr14,21945076,21945489,414,*,MACS_peak_2620,91.68,Promoter (<=1kb),14,21927179,21945132,17954,2,84932,uc001wax.3,0,ENSG00000129472,RAB2B,"RAB2B, member RAS oncogene family"
chr14,21979262,21979751,490,*,MACS_peak_2621,81.86,Promoter (<=1kb),14,21966282,21979457,13176,2,56339,uc001wbc.3,0,ENSG00000165819,METTL3,methyltransferase like 3
chr14,22838217,22838781,565,*,MACS_peak_2622,57.87,"Intron (uc001wbw.2/uc001wbw.2, intron 2 of 5)",14,23033807,23058143,24337,2,1603,uc001wgl.2,219362,ENSG00000129562,DAD1,defender against cell death 1
chr14,23005744,23006426,683,*,MACS_peak_2623,61.07,"Intron (uc001wbw.2/uc001wbw.2, intron 3 of 5)",14,23033807,23058143,24337,2,1603,uc001wgl.2,51717,ENSG00000129562,DAD1,defender against cell death 1
chr14,23235405,23236137,733,*,MACS_peak_2625,73.05,Promoter (<=1kb),14,23235731,23237831,2101,1,5018,uc010tnc.2,0,ENSG00000155463,OXA1L,"OXA1L, mitochondrial inner membrane protein"
chr14,23316803,23317511,709,*,MACS_peak_2626,62.13,3' UTR,14,23305793,23316803,11011,1,4323,uc001whc.3,11010,ENSG00000157227,MMP14,matrix metallopeptidase 14
chr14,23451728,23452200,473,*,MACS_peak_2628,52.06,Promoter (<=1kb),14,23440410,23451848,11439,2,84962,uc001whz.3,0,ENSG00000129474,AJUBA,ajuba LIM protein
chr14,23547790,23548266,477,*,MACS_peak_2629,110.01,Promoter (1-2kb),14,23527774,23550018,22245,2,22985,uc001wis.4,1752,ENSG00000100813,ACIN1,apoptotic chromatin condensation inducer 1
chr14,23610954,23611592,639,*,MACS_peak_2630,75.95,"Intron (uc001wix.4/23428, intron 2 of 8)",14,23594504,23599352,4849,2,23428,uc001wiw.3,-11602,ENSG00000092068,SLC7A8,solute carrier family 7 member 8
chr14,23770566,23770914,349,*,MACS_peak_2631,101.39,Promoter (<=1kb),14,23765586,23770748,5163,2,90673,uc001wjc.2,0,ENSG00000235194,PPP1R3E,protein phosphatase 1 regulatory subunit 3E
chr14,23790061,23790426,366,*,MACS_peak_2632,56.72,Promoter (<=1kb),14,23789397,23795394,5998,1,8106,uc001wjk.3,664,ENSG00000100836,PABPN1,poly(A) binding protein nuclear 1
chr14,24102655,24103079,425,*,MACS_peak_2633,55.06,Promoter (2-3kb),14,24105573,24114848,9276,1,10202,uc001wkt.4,-2494,ENSG00000100867,DHRS2,dehydrogenase/reductase 2
chr14,24442372,24442903,532,*,MACS_peak_2634,90.65,"Intron (uc001wlc.4/10901, intron 6 of 7)",14,24439224,24475617,36394,1,317749,uc021rre.1,3148,ENSG00000187630,DHRS4L2,dehydrogenase/reductase 4 like 2
chr14,24583834,24584635,802,*,MACS_peak_2635,75.2,Promoter (<=1kb),14,24549316,24584223,34908,2,4901,uc001wlq.3,0,ENSG00000129535,NRL,neural retina leucine zipper
chr14,24630070,24630834,765,*,MACS_peak_2636,66.19,Promoter (<=1kb),14,24629729,24635774,6046,1,10379,uc001wmq.3,341,ENSG00000213928,IRF9,interferon regulatory factor 9
chr14,24682645,24682997,353,*,MACS_peak_2637,164.83,Promoter (<=1kb),14,24657925,24683357,25433,2,10548,uc010tob.1,360,ENSG00000100926,TM9SF1,transmembrane 9 superfamily member 1
chr14,24911450,24911961,512,*,MACS_peak_2638,50.47,Promoter (<=1kb),14,24908972,24911658,2687,2,56948,uc001wpi.3,0,ENSG00000100445,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
chr14,25464219,25464692,474,*,MACS_peak_2640,95.13,"Intron (uc001wpu.3/29091, intron 1 of 5)",14,25281306,25519095,237790,2,29091,uc001wpu.3,54403,ENSG00000168952,STXBP6,syntaxin binding protein 6
chr14,30242194,30242672,479,*,MACS_peak_2646,64.91,"Intron (uc001wqh.3/5587, intron 1 of 17)",14,29896117,30174608,278492,2,100616347,uc021rrv.1,-67586,ENSG00000265226,MIR548AI,microRNA 548ai
chr14,30334321,30334974,654,*,MACS_peak_2647,119.88,"Intron (uc001wqh.3/5587, intron 1 of 17)",14,30045687,30396899,351213,2,5587,uc001wqh.3,61925,ENSG00000184304,PRKD1,protein kinase D1
chr14,31559547,31560324,778,*,MACS_peak_2648,54.75,"Intron (uc021rry.1/11154, intron 5 of 5)",14,31569324,31592876,23553,2,25831,uc001wra.1,32552,ENSG00000092148,HECTD1,HECT domain E3 ubiquitin protein ligase 1
chr14,31847360,31847639,280,*,MACS_peak_2651,92.79,"Intron (uc010ami.3/25938, intron 4 of 27)",14,31760994,31856581,95588,2,25938,uc010ami.3,8942,ENSG00000129493,HEATR5A,HEAT repeat containing 5A
chr14,32544872,32545266,395,*,MACS_peak_2654,60.75,Promoter (<=1kb),14,32544625,32545905,1281,2,84837,uc010amk.3,639,NA,ARHGAP5-AS1,ARHGAP5 antisense RNA 1 (head to head)
chr14,32825849,32826291,443,*,MACS_peak_2657,54.01,"Intron (uc010aml.3/9472, intron 1 of 9)",14,32798479,33302268,503790,1,9472,uc001wrq.3,27370,ENSG00000151320,AKAP6,A-kinase anchoring protein 6
chr14,32887102,32887674,573,*,MACS_peak_2658,67.34,"Intron (uc010aml.3/9472, intron 1 of 9)",14,32798479,33302268,503790,1,9472,uc001wrq.3,88623,ENSG00000151320,AKAP6,A-kinase anchoring protein 6
chr14,32979025,32979546,522,*,MACS_peak_2659,55.52,"Intron (uc010aml.3/9472, intron 2 of 9)",14,32798479,33302268,503790,1,9472,uc001wrq.3,180546,ENSG00000151320,AKAP6,A-kinase anchoring protein 6
chr14,33148990,33150007,1018,*,MACS_peak_2660,110.84,"Intron (uc010aml.3/9472, intron 8 of 9)",14,33408459,34273382,864924,1,64067,uc001wrs.3,-258452,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,33178127,33178664,538,*,MACS_peak_2661,55.21,"Intron (uc010aml.3/9472, intron 9 of 9)",14,33408459,34273382,864924,1,64067,uc001wrs.3,-229795,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,33194126,33194581,456,*,MACS_peak_2662,71.25,"Intron (uc010aml.3/9472, intron 9 of 9)",14,33408459,34273382,864924,1,64067,uc001wrs.3,-213878,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,33197128,33197671,544,*,MACS_peak_2663,70.27,"Intron (uc010aml.3/9472, intron 9 of 9)",14,33408459,34273382,864924,1,64067,uc001wrs.3,-210788,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,33453533,33454185,653,*,MACS_peak_2664,98.45,"Intron (uc001wrs.3/64067, intron 1 of 11)",14,33408459,34273382,864924,1,64067,uc001wrv.3,45074,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,33755610,33755907,298,*,MACS_peak_2665,85.97,"Intron (uc001wrs.3/64067, intron 3 of 11)",14,33684388,34150248,465861,1,64067,uc001wrw.3,71222,ENSG00000151322,NPAS3,neuronal PAS domain protein 3
chr14,34106417,34107015,599,*,MACS_peak_2666,52.78,"Intron (uc001wrs.3/64067, intron 5 of 11)",14,34393421,34420032,26612,2,112399,uc001wry.3,313017,ENSG00000129521,EGLN3,egl-9 family hypoxia inducible factor 3
chr14,34145314,34145779,466,*,MACS_peak_2667,59.28,"Exon (uc001wrs.3/64067, exon 6 of 12)",14,34393421,34420032,26612,2,112399,uc001wry.3,274253,ENSG00000129521,EGLN3,egl-9 family hypoxia inducible factor 3
chr14,34201382,34201712,331,*,MACS_peak_2668,77.72,"Intron (uc001wrs.3/64067, intron 6 of 11)",14,34393421,34420032,26612,2,112399,uc001wry.3,218320,ENSG00000129521,EGLN3,egl-9 family hypoxia inducible factor 3
chr14,35451508,35452041,534,*,MACS_peak_2673,67.39,Promoter (<=1kb),14,35452104,35498773,46670,1,6729,uc001wso.3,-63,ENSG00000100883,SRP54,signal recognition particle 54
chr14,35591060,35591967,908,*,MACS_peak_2674,161.09,Promoter (<=1kb),14,35554678,35591519,36842,2,55012,uc001wss.3,0,ENSG00000092020,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma
