HA-MITF-501Mel peaks associated genes,,,,,,,,,,,,,,,,,,
seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr10,17465515,17466380,866,*,MACS_peak_2322,72.2,"Intron (uc001ipd.3/338596, intron 2 of 7)",10,17362676,17496254,133579,2,338596,uc001ipd.3,29874,ENSG00000148488,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
chr10,19940611,19941476,866,*,MACS_peak_2326,50.36,"Intron (uc010qcr.1/uc010qcr.1, intron 1 of 4)",10,20105372,20569115,463744,1,84898,uc001iqg.1,-163896,ENSG00000120594,PLXDC2,plexin domain containing 2
chr10,19964757,19965384,628,*,MACS_peak_2327,149.98,"Intron (uc010qcr.1/uc010qcr.1, intron 1 of 4)",10,20105372,20569115,463744,1,84898,uc001iqg.1,-139988,ENSG00000120594,PLXDC2,plexin domain containing 2
chr10,20004494,20005084,591,*,MACS_peak_2328,52.04,"Intron (uc010qcr.1/uc010qcr.1, intron 3 of 4)",10,20105372,20569115,463744,1,84898,uc001iqg.1,-100288,ENSG00000120594,PLXDC2,plexin domain containing 2
chr10,20160313,20160743,431,*,MACS_peak_2329,84.06,"Intron (uc001iqg.1/84898, intron 1 of 13)",10,20105372,20569115,463744,1,84898,uc001iqh.1,54941,ENSG00000120594,PLXDC2,plexin domain containing 2
chr10,21282369,21283026,658,*,MACS_peak_2331,94.6,"Intron (uc001iqk.3/10529, intron 3 of 6)",10,21068903,21186531,117629,2,10529,uc001iqj.3,-95838,ENSG00000078114,NEBL,nebulette
chr10,21960769,21961616,848,*,MACS_peak_2335,51.66,Promoter (<=1kb),10,21962570,22032559,69990,1,8028,uc001irb.3,-954,ENSG00000078403,MLLT10,"MLLT10, histone lysine methyltransferase DOT1L cofactor"
chr10,22604896,22605659,764,*,MACS_peak_2338,173.8,Promoter (<=1kb),10,22605312,22620414,15103,1,100532731,uc009xkg.3,0,ENSG00000269897,COMMD3-BMI1,COMMD3-BMI1 readthrough
chr10,22904778,22905618,841,*,MACS_peak_2339,59.46,"Intron (uc001irl.4/5305, intron 1 of 9)",10,22823766,22880710,56945,2,5305,uc010qcu.2,-24068,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
chr10,22909003,22910068,1066,*,MACS_peak_2340,55.33,"Intron (uc001irl.4/5305, intron 1 of 9)",10,22823766,22880710,56945,2,5305,uc010qcu.2,-28293,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
chr10,22912180,22913197,1018,*,MACS_peak_2341,185.73,"Intron (uc001irl.4/5305, intron 1 of 9)",10,22823766,22880710,56945,2,5305,uc010qcu.2,-31470,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
chr10,22920461,22921276,816,*,MACS_peak_2342,100.6,"Intron (uc001irl.4/5305, intron 1 of 9)",10,22823766,22880710,56945,2,5305,uc010qcu.2,-39751,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
chr10,23326248,23326909,662,*,MACS_peak_2346,110.2,3' UTR,10,23384427,23410942,26516,1,22921,uc001iro.3,-57518,ENSG00000148450,MSRB2,methionine sulfoxide reductase B2
chr10,23409509,23410542,1034,*,MACS_peak_2348,179.31,3' UTR,10,23384427,23410942,26516,1,22921,uc001iro.3,25082,ENSG00000148450,MSRB2,methionine sulfoxide reductase B2
chr10,23617042,23617448,407,*,MACS_peak_2350,118.56,"Intron (uc010qcx.2/256815, intron 2 of 4)",10,23605520,23633772,28253,2,256815,uc010qcx.2,16324,ENSG00000179133,C10orf67,chromosome 10 open reading frame 67
chr10,23727313,23728575,1263,*,MACS_peak_2352,183.08,Promoter (<=1kb),10,23728198,23731310,3113,1,220213,uc001irr.2,0,ENSG00000165312,OTUD1,OTU deubiquitinase 1
chr10,24193181,24193812,632,*,MACS_peak_2353,63.2,"Intron (uc001irs.3/56243, intron 1 of 18)",10,23983675,24836772,853098,1,56243,uc001irs.3,209506,ENSG00000120549,KIAA1217,KIAA1217
chr10,24215699,24216349,651,*,MACS_peak_2354,245.95,"Intron (uc001irs.3/56243, intron 1 of 18)",10,23983675,24836772,853098,1,56243,uc001irs.3,232024,ENSG00000120549,KIAA1217,KIAA1217
chr10,24219321,24219987,667,*,MACS_peak_2355,87.7,"Intron (uc001irs.3/56243, intron 1 of 18)",10,23983675,24836772,853098,1,56243,uc001irs.3,235646,ENSG00000120549,KIAA1217,KIAA1217
chr10,24274452,24275135,684,*,MACS_peak_2356,77.6,"Intron (uc001irs.3/56243, intron 1 of 18)",10,24497720,24836772,339053,1,56243,uc001irt.4,-222585,ENSG00000120549,KIAA1217,KIAA1217
chr10,24324099,24324990,892,*,MACS_peak_2357,155.09,"Intron (uc001irs.3/56243, intron 2 of 18)",10,24497720,24836772,339053,1,56243,uc001irt.4,-172730,ENSG00000120549,KIAA1217,KIAA1217
chr10,24328928,24329368,441,*,MACS_peak_2358,64.09,"Intron (uc001irs.3/56243, intron 2 of 18)",10,24497720,24836772,339053,1,56243,uc001irt.4,-168352,ENSG00000120549,KIAA1217,KIAA1217
chr10,24434105,24434972,868,*,MACS_peak_2359,57.24,"Intron (uc001irs.3/56243, intron 2 of 18)",10,24497720,24836772,339053,1,56243,uc001irt.4,-62748,ENSG00000120549,KIAA1217,KIAA1217
chr10,24599422,24600615,1194,*,MACS_peak_2360,128.21,"Intron (uc001irs.3/56243, intron 3 of 18)",10,24564614,24564710,97,1,693188,uc021poj.1,34808,ENSG00000207930,MIR603,microRNA 603
chr10,24705440,24706013,574,*,MACS_peak_2361,93.53,"Intron (uc001irs.3/56243, intron 4 of 18)",10,24738594,24836417,97824,1,56243,uc001irw.3,-32581,ENSG00000120549,KIAA1217,KIAA1217
chr10,25304982,25306343,1362,*,MACS_peak_2363,436.88,Promoter (<=1kb),10,25270908,25305085,34178,2,219670,uc001isg.2,0,ENSG00000151023,ENKUR,"enkurin, TRPC channel interacting protein"
chr10,25792348,25793074,727,*,MACS_peak_2367,58.42,"Intron (uc001isj.3/57512, intron 5 of 10)",10,25883142,25891157,8016,1,57512,uc001isk.3,-90068,ENSG00000151025,GPR158,G protein-coupled receptor 158
chr10,26516709,26517223,515,*,MACS_peak_2369,93.85,"Intron (uc001isp.2/2572, intron 6 of 15)",10,26505236,26593491,88256,1,2572,uc001isq.2,11473,ENSG00000136750,GAD2,glutamate decarboxylase 2
chr10,26845232,26846015,784,*,MACS_peak_2370,78.02,"Intron (uc001iss.3/54518, intron 11 of 14)",10,26878794,26883251,4458,1,645528,uc001ist.3,-32779,ENSG00000233261,FAM238A,family with sequence similarity 238 member A (non-protein coding)
chr10,27481222,27481738,517,*,MACS_peak_2372,112.03,Downstream (2-3kb),10,27443753,27475848,32096,1,84930,uc009xkx.2,37469,ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like
chr10,27528955,27529961,1007,*,MACS_peak_2373,50.03,Promoter (<=1kb),10,27484143,27529808,45666,2,91452,uc010qdm.3,0,ENSG00000107897,ACBD5,acyl-CoA binding domain containing 5
chr10,27825022,27825709,688,*,MACS_peak_2374,84.47,"Intron (uc001itv.4/22931, intron 6 of 6)",10,27793103,27831166,38064,1,22931,uc031pto.1,31919,ENSG00000099246,RAB18,"RAB18, member RAS oncogene family"
chr10,28363855,28364812,958,*,MACS_peak_2376,66.07,"Intron (uc009xkz.1/143098, intron 11 of 15)",10,28101097,28287977,186881,2,55130,uc001itz.3,-75878,ENSG00000169126,ARMC4,armadillo repeat containing 4
chr10,28963699,28964372,674,*,MACS_peak_2379,87.06,Promoter (2-3kb),10,28966424,28971868,5445,1,25805,uc001iuj.1,-2052,ENSG00000095739,BAMBI,BMP and activin membrane bound inhibitor
chr10,29938366,29939205,840,*,MACS_peak_2387,51.74,"Intron (uc001iuu.1/6840, intron 3 of 35)",10,29746277,29923901,177625,2,6840,uc001iut.1,-14465,ENSG00000197321,SVIL,supervillin
chr10,30395775,30396553,779,*,MACS_peak_2391,72.87,"Intron (uc001iuz.3/57608, intron 1 of 4)",10,30301729,30404420,102692,2,57608,uc001iuz.3,7867,ENSG00000165757,JCAD,junctional cadherin 5 associated
chr10,30403581,30404260,680,*,MACS_peak_2392,371.88,Promoter (<=1kb),10,30301729,30404420,102692,2,57608,uc001iuz.3,160,ENSG00000165757,JCAD,junctional cadherin 5 associated
chr10,30643332,30644269,938,*,MACS_peak_2394,180.78,"Intron (uc001ivb.4/55149, intron 9 of 16)",10,30628582,30638267,9686,2,55149,uc001ivc.2,-5065,ENSG00000107951,MTPAP,mitochondrial poly(A) polymerase
chr10,30994040,30994908,869,*,MACS_peak_2396,76.65,"Intron (uc010qdx.1/uc010qdx.1, intron 7 of 9)",10,30900708,30918647,17940,2,119180,uc001ivk.3,-75393,ENSG00000151033,LYZL2,lysozyme like 2
chr10,31269653,31270551,899,*,MACS_peak_2397,119.38,"Intron (uc001ivn.3/220929, intron 2 of 7)",10,31133565,31288446,154882,2,220929,uc001ivn.3,17895,ENSG00000183621,ZNF438,zinc finger protein 438
chr10,31288158,31288682,525,*,MACS_peak_2398,74.16,Promoter (<=1kb),10,31133565,31288446,154882,2,220929,uc001ivn.3,0,ENSG00000183621,ZNF438,zinc finger protein 438
chr10,31800678,31801451,774,*,MACS_peak_2402,135.89,"Intron (uc001ivr.4/6935, intron 9 of 12)",10,31610064,31818742,208679,1,6935,uc009xlp.3,190614,ENSG00000148516,ZEB1,zinc finger E-box binding homeobox 1
chr10,31811486,31812421,936,*,MACS_peak_2403,390.1,"Intron (uc001ivr.4/6935, intron 11 of 12)",10,31610064,31818742,208679,1,6935,uc009xlp.3,201422,ENSG00000148516,ZEB1,zinc finger E-box binding homeobox 1
chr10,32091956,32092425,470,*,MACS_peak_2405,52.84,Downstream (1-2kb),10,32094326,32097479,3154,2,94134,uc001ivw.2,5054,ENSG00000165322,ARHGAP12,Rho GTPase activating protein 12
chr10,32217334,32218599,1266,*,MACS_peak_2406,221.8,Promoter (<=1kb),10,32094326,32217804,123479,2,94134,uc001ivz.2,0,ENSG00000165322,ARHGAP12,Rho GTPase activating protein 12
chr10,32339083,32339730,648,*,MACS_peak_2408,117.36,"Intron (uc001iwe.4/3799, intron 1 of 25)",10,32297938,32345371,47434,2,3799,uc001iwe.4,5641,ENSG00000170759,KIF5B,kinesin family member 5B
chr10,32634868,32636457,1590,*,MACS_peak_2410,520.92,Promoter (<=1kb),10,32556644,32636146,79503,2,80314,uc001iwg.2,0,ENSG00000120616,EPC1,enhancer of polycomb homolog 1
chr10,32815408,32816294,887,*,MACS_peak_2411,54.69,"Intron (uc001iwj.3/221016, intron 12 of 17)",10,32856598,33165508,308911,1,79741,uc001iwl.1,-40304,ENSG00000216937,CCDC7,coiled-coil domain containing 7
chr10,33573617,33574197,581,*,MACS_peak_2415,60.78,"Intron (uc001iwv.4/8829, intron 2 of 15)",10,33466419,33623768,157350,2,8829,uc001iwv.4,49571,ENSG00000099250,NRP1,neuropilin 1
chr10,35453822,35454448,627,*,MACS_peak_2421,91.46,Promoter (2-3kb),10,35456467,35468775,12309,1,1390,uc031ptx.1,-2019,ENSG00000095794,CREM,cAMP responsive element modulator
chr10,35488446,35488891,446,*,MACS_peak_2422,108.63,"Intron (uc001ixy.3/1390, intron 1 of 2)",10,35484830,35501886,17057,1,1390,uc031pud.1,3616,ENSG00000095794,CREM,cAMP responsive element modulator
chr10,38146178,38147131,954,*,MACS_peak_2437,66.64,Promoter (<=1kb),10,38065454,38146564,81111,2,57209,uc031pue.1,0,ENSG00000198105,ZNF248,zinc finger protein 248
chr10,42852845,42853543,699,*,MACS_peak_2439,68.18,"Intron (uc010qey.2/441666, intron 1 of 2)",10,42827314,42863493,36180,2,441666,uc010qey.2,9950,ENSG00000215146,LOC441666,zinc finger protein 91 pseudogene
chr10,42970407,42971840,1434,*,MACS_peak_2440,82,Promoter (<=1kb),10,42970939,42990785,19847,1,84856,uc001izy.3,0,ENSG00000185904,LINC00839,long intergenic non-protein coding RNA 839
chr10,43186731,43187869,1139,*,MACS_peak_2441,58.13,"Exon (uc001jah.1/uc001jah.1, exon 1 of 5)",10,43084555,43133992,49438,2,7582,uc001jag.1,-52739,ENSG00000196693,ZNF33B,zinc finger protein 33B
chr10,43320343,43320895,553,*,MACS_peak_2443,124.03,"Intron (uc001jaj.3/9790, intron 21 of 22)",10,43277954,43330385,52432,1,9790,uc001jaj.3,42389,ENSG00000165733,BMS1,"BMS1, ribosome biogenesis factor"
chr10,43604306,43606181,1876,*,MACS_peak_2452,58.48,"Exon (uc001jak.1/5979, exon 6 of 19)",10,43600364,43622952,22589,1,5979,uc010qez.1,3942,ENSG00000165731,RET,ret proto-oncogene
chr10,43616688,43618102,1415,*,MACS_peak_2453,57.6,"Exon (uc001jak.1/5979, exon 16 of 19)",10,43633893,43657765,23873,1,55454,uc001jam.2,-15791,ENSG00000169826,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
chr10,43691764,43694497,2734,*,MACS_peak_2454,54.01,"Exon (uc001jao.1/221002, exon 9 of 13)",10,43689984,43725187,35204,2,221002,uc001jao.1,30690,ENSG00000198915,RASGEF1A,RasGEF domain family member 1A
chr10,43694517,43696620,2104,*,MACS_peak_2455,52.45,"Exon (uc001jao.1/221002, exon 5 of 13)",10,43689984,43725187,35204,2,221002,uc001jao.1,28567,ENSG00000198915,RASGEF1A,RasGEF domain family member 1A
chr10,43712762,43715127,2366,*,MACS_peak_2456,56.18,"Intron (uc001jao.1/221002, intron 1 of 12)",10,43689984,43725187,35204,2,221002,uc001jao.1,10060,ENSG00000198915,RASGEF1A,RasGEF domain family member 1A
chr10,43891030,43893139,2110,*,MACS_peak_2460,370.12,Promoter (<=1kb),10,43881065,43892279,11215,2,3185,uc009xmh.1,0,ENSG00000169813,HNRNPF,heterogeneous nuclear ribonucleoprotein F
chr10,43902909,43904095,1187,*,MACS_peak_2461,94.79,Promoter (<=1kb),10,43881065,43903299,22235,2,3185,uc001jas.2,0,ENSG00000169813,HNRNPF,heterogeneous nuclear ribonucleoprotein F
chr10,43904112,43904865,754,*,MACS_peak_2462,53.1,Promoter (<=1kb),10,43881065,43904332,23268,2,3185,uc001jat.2,0,ENSG00000169813,HNRNPF,heterogeneous nuclear ribonucleoprotein F
chr10,43931551,43932929,1379,*,MACS_peak_2464,101.54,Promoter (<=1kb),10,43932574,43978007,45434,1,642819,uc010qfb.1,0,NA,ZNF487,zinc finger protein 487
chr10,44054395,44055314,920,*,MACS_peak_2465,85.85,"Intron (uc001jaw.4/8187, intron 1 of 1)",10,44051793,44063907,12115,2,8187,uc001jaw.4,8593,ENSG00000196793,ZNF239,zinc finger protein 239
chr10,44417189,44418175,987,*,MACS_peak_2470,124.29,"Intron (uc021ppk.1/283033, intron 2 of 7)",10,44404752,44465355,60604,1,283033,uc021ppk.1,12437,NA,LINC00841,long intergenic non-protein coding RNA 841
chr10,44419671,44420556,886,*,MACS_peak_2471,183.21,"Intron (uc021ppk.1/283033, intron 2 of 7)",10,44434451,44439914,5464,1,283033,uc001jbe.1,-13895,NA,LINC00841,long intergenic non-protein coding RNA 841
chr10,44423294,44424381,1088,*,MACS_peak_2472,67.88,"Intron (uc021ppk.1/283033, intron 2 of 7)",10,44434451,44439914,5464,1,283033,uc001jbe.1,-10070,NA,LINC00841,long intergenic non-protein coding RNA 841
chr10,44452460,44453914,1455,*,MACS_peak_2473,124.29,"Intron (uc021ppk.1/283033, intron 5 of 7)",10,44434451,44439914,5464,1,283033,uc001jbe.1,18009,NA,LINC00841,long intergenic non-protein coding RNA 841
chr10,45419220,45421247,2028,*,MACS_peak_2485,51.6,"Intron (uc001jbn.2/643236, intron 1 of 4)",10,45406764,45430642,23879,1,643236,uc009xmm.1,12456,ENSG00000187783,TMEM72,transmembrane protein 72
chr10,45428768,45429672,905,*,MACS_peak_2486,55.53,5' UTR,10,45406764,45430642,23879,1,643236,uc009xmm.1,22004,ENSG00000187783,TMEM72,transmembrane protein 72
chr10,45553633,45554435,803,*,MACS_peak_2487,55.16,"Intron (uc001jbx.1/uc001jbx.1, intron 5 of 6)",10,45594924,45603436,8513,2,100133308,uc001jby.3,49001,NA,RSU1P2,Ras suppressor protein 1 pseudogene 2
chr10,45600571,45601228,658,*,MACS_peak_2488,257.28,Promoter (2-3kb),10,45594924,45603436,8513,2,100133308,uc001jby.3,2208,NA,RSU1P2,Ras suppressor protein 1 pseudogene 2
chr10,45965508,45966239,732,*,MACS_peak_2489,90.64,"Intron (uc001jch.2/220972, intron 3 of 7)",10,45952817,45957652,4836,2,220972,uc001jcg.1,-7856,ENSG00000165406,Mar-08,membrane associated ring-CH-type finger 8
chr10,46089922,46090859,938,*,MACS_peak_2490,645.13,Promoter (<=1kb),10,45952817,46090354,137538,2,220972,uc001jcj.1,0,ENSG00000165406,Mar-08,membrane associated ring-CH-type finger 8
chr10,46222332,46223050,719,*,MACS_peak_2491,291.48,Promoter (<=1kb),10,46222648,46274583,51936,1,253725,uc001jcs.2,0,ENSG00000172661,WASHC2C,WASH complex subunit 2C
chr10,46998733,47006282,7550,*,MACS_peak_2492,83.52,5' UTR,10,46993546,47000568,7023,1,9721,uc001jec.3,5187,ENSG00000204175,GPRIN2,G protein regulated inducer of neurite outgrowth 2
chr10,47125728,47129048,3321,*,MACS_peak_2493,180,"Intron (uc001jed.5/653145, intron 2 of 3)",10,47133295,47133836,542,2,728643,uc001jeg.3,4788,ENSG00000213412,HNRNPA1P33,heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
chr10,47140002,47140907,906,*,MACS_peak_2494,164.33,"Intron (uc001jed.5/653145, intron 2 of 3)",10,47133295,47133836,542,2,728643,uc001jeg.3,-6166,ENSG00000213412,HNRNPA1P33,heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
chr10,47680046,47681553,1508,*,MACS_peak_2495,64.81,"Exon (uc031pux.1/uc031pux.1, exon 15 of 19)",10,47746920,47753182,6263,1,244,uc009xnh.1,-65367,NA,NA,NA
chr10,48358501,48359596,1096,*,MACS_peak_2498,55.67,"Intron (uc001jex.3/118738, intron 1 of 1)",10,48355089,48373866,18778,1,118738,uc001jex.3,3412,ENSG00000265763,ZNF488,zinc finger protein 488
chr10,48411935,48413057,1123,*,MACS_peak_2499,62.46,Downstream (<1kb),10,48413092,48416853,3762,2,2658,uc001jfa.1,3796,ENSG00000263761,GDF2,growth differentiation factor 2
chr10,49703005,49703968,964,*,MACS_peak_2504,158.28,Promoter (1-2kb),10,49654068,49701692,47625,2,58504,uc001jgs.4,-1313,ENSG00000128805,ARHGAP22,Rho GTPase activating protein 22
chr10,49742689,49744497,1809,*,MACS_peak_2505,143.89,"Intron (uc001jgt.4/58504, intron 3 of 9)",10,49654068,49701692,47625,2,58504,uc001jgs.4,-40997,ENSG00000128805,ARHGAP22,Rho GTPase activating protein 22
chr10,49806275,49807763,1489,*,MACS_peak_2506,54.25,"Intron (uc001jgt.4/58504, intron 1 of 9)",10,49654068,49813176,159109,2,58504,uc001jgt.4,5413,ENSG00000128805,ARHGAP22,Rho GTPase activating protein 22
chr10,49820784,49821619,836,*,MACS_peak_2507,52.48,"Intron (uc010qgm.3/58504, intron 1 of 9)",10,49654068,49813176,159109,2,58504,uc010qgl.3,-7608,ENSG00000128805,ARHGAP22,Rho GTPase activating protein 22
chr10,49947917,49948871,955,*,MACS_peak_2508,494.47,"Intron (uc001jha.4/57705, intron 11 of 61)",10,49893518,50191001,297484,1,57705,uc001jha.4,54399,ENSG00000128815,WDFY4,WDFY family member 4
chr10,49951228,49952189,962,*,MACS_peak_2509,180.41,"Exon (uc001jha.4/57705, exon 12 of 62)",10,49893518,50191001,297484,1,57705,uc001jha.4,57710,ENSG00000128815,WDFY4,WDFY family member 4
chr10,49976494,49977332,839,*,MACS_peak_2510,66.34,"Intron (uc001jha.4/57705, intron 13 of 61)",10,50010783,50032214,21432,1,57705,uc001jhb.1,-33451,ENSG00000128815,WDFY4,WDFY family member 4
chr10,50182574,50183446,873,*,MACS_peak_2511,196.03,3' UTR,10,50193557,50193632,76,2,100422895,uc021ppz.1,10186,ENSG00000264800,MIR4294,microRNA 4294
chr10,50243821,50244402,582,*,MACS_peak_2512,138.29,"Intron (uc001jhf.2/196740, intron 7 of 7)",10,50193557,50193632,76,2,100422895,uc021ppz.1,-50189,ENSG00000264800,MIR4294,microRNA 4294
chr10,50253404,50254251,848,*,MACS_peak_2513,110.05,"Intron (uc001jhf.2/196740, intron 7 of 7)",10,50193557,50193632,76,2,100422895,uc021ppz.1,-59772,ENSG00000264800,MIR4294,microRNA 4294
chr10,50396013,50396911,899,*,MACS_peak_2514,143,Promoter (<=1kb),10,50363891,50396407,32517,2,170371,uc001jhn.4,0,ENSG00000204161,C10orf128,chromosome 10 open reading frame 128
chr10,50525923,50526954,1032,*,MACS_peak_2515,99.83,"Intron (uc021pqa.2/118461, intron 2 of 2)",10,50507187,50535537,28351,1,118461,uc021pqa.2,18736,ENSG00000177354,C10orf71,chromosome 10 open reading frame 71
chr10,50850544,50851425,882,*,MACS_peak_2518,113.19,"Intron (uc001jhv.1/1103, intron 7 of 14)",10,50822350,50901939,79590,1,1103,uc010qgs.1,28194,ENSG00000070748,CHAT,choline O-acetyltransferase
chr10,50887116,50888096,981,*,MACS_peak_2519,323.16,Promoter (<=1kb),10,50887684,50902948,15265,1,282966,uc001jib.3,0,ENSG00000178645,C10orf53,chromosome 10 open reading frame 53
chr10,50946680,50947660,981,*,MACS_peak_2520,138.47,"Intron (uc009xog.3/55753, intron 16 of 21)",10,50942687,50966753,24067,2,55753,uc009xog.3,19093,ENSG00000197444,OGDHL,oxoglutarate dehydrogenase like
chr10,50969350,50970867,1518,*,MACS_peak_2521,318.85,Promoter (<=1kb),10,50942687,50970425,27739,2,55753,uc001jie.3,0,ENSG00000197444,OGDHL,oxoglutarate dehydrogenase like
chr10,51792687,51793397,711,*,MACS_peak_2523,51.94,"Intron (uc001jiz.1/326332, intron 6 of 6)",10,51780942,51827563,46622,2,326332,uc001jiz.1,34166,NA,NA,NA
chr10,51827278,51827954,677,*,MACS_peak_2524,245.21,Promoter (<=1kb),10,51780942,51827563,46622,2,326332,uc001jiz.1,0,NA,NA,NA
chr10,52383253,52385474,2222,*,MACS_peak_2526,340.68,Promoter (<=1kb),10,52065345,52383737,318393,2,259230,uc001jje.3,0,ENSG00000198964,SGMS1,sphingomyelin synthase 1
chr10,52751199,52752037,839,*,MACS_peak_2527,54.68,Promoter (<=1kb),10,52750911,54058110,1307200,1,5592,uc001jjm.3,288,ENSG00000185532,PRKG1,"protein kinase, cGMP-dependent, type I"
chr10,55603748,55604065,318,*,MACS_peak_2532,97.81,"Intron (uc010qhq.2/65217, intron 29 of 34)",10,55568452,56424050,855599,2,65217,uc021pqv.1,819985,ENSG00000150275,PCDH15,protocadherin related 15
chr10,55820337,55821002,666,*,MACS_peak_2533,581.9,"Intron (uc010qhq.2/65217, intron 19 of 34)",10,55568452,56424050,855599,2,65217,uc021pqv.1,603048,ENSG00000150275,PCDH15,protocadherin related 15
chr10,56860164,56860815,652,*,MACS_peak_2534,107.39,"Intron (uc001jjv.1/65217, intron 3 of 20)",10,55754340,56561051,806712,2,65217,uc001jjw.3,-299113,ENSG00000150275,PCDH15,protocadherin related 15
chr10,56951186,56951749,564,*,MACS_peak_2535,77.31,"Intron (uc001jjv.1/65217, intron 2 of 20)",10,55754340,56561051,806712,2,65217,uc001jjw.3,-390135,ENSG00000150275,PCDH15,protocadherin related 15
chr10,57167975,57168618,644,*,MACS_peak_2536,64.18,"Intron (uc001jjv.1/65217, intron 2 of 20)",10,57358750,57360487,1738,1,100463289,uc021pra.1,-190132,ENSG00000249860,MTRNR2L5,MT-RNR2-like 5
chr10,60454254,60455052,799,*,MACS_peak_2544,168.17,"Intron (uc001jki.1/80114, intron 2 of 20)",10,60474775,60477293,2519,1,728640,uc010qic.2,-19723,NA,FAM133CP,"family with sequence similarity 133, member A pseudogene"
chr10,60586193,60587213,1021,*,MACS_peak_2545,62.81,"Intron (uc001jki.1/80114, intron 20 of 20)",10,60553244,60574074,20831,1,80114,uc001jkj.1,32949,ENSG00000122870,BICC1,BicC family RNA binding protein 1
chr10,61515165,61515797,633,*,MACS_peak_2547,100.04,Promoter (1-2kb),10,61496748,61513203,16456,2,100507027,uc021pre.1,-1962,ENSG00000227877,MRLN,myoregulin
chr10,61805119,61805900,782,*,MACS_peak_2548,60.07,"Intron (uc001jkv.3/288, intron 9 of 10)",10,61827693,61840366,12674,2,288,uc009xpb.1,34466,ENSG00000151150,ANK3,ankyrin 3
chr10,61994674,61995136,463,*,MACS_peak_2549,120.86,"Intron (uc001jky.3/288, intron 7 of 43)",10,61898722,61967991,69270,2,288,uc001jlc.1,-26683,ENSG00000151150,ANK3,ankyrin 3
chr10,62543907,62544472,566,*,MACS_peak_2550,53.79,"Exon (uc010qii.2/983, exon 3 of 4)",10,62538291,62554610,16320,1,983,uc031pvg.1,5616,ENSG00000170312,CDK1,cyclin dependent kinase 1
chr10,62661459,62662073,615,*,MACS_peak_2551,66.4,"Intron (uc009xpe.2/9886, intron 3 of 8)",10,62629198,62637816,8619,2,9886,uc009xpd.3,-23643,ENSG00000072422,RHOBTB1,Rho related BTB domain containing 1
chr10,62676866,62677685,820,*,MACS_peak_2552,52.84,"Intron (uc009xpe.2/9886, intron 1 of 8)",10,62629198,62701612,72415,2,9886,uc009xpe.2,23927,ENSG00000072422,RHOBTB1,Rho related BTB domain containing 1
chr10,63689145,63689975,831,*,MACS_peak_2558,84.3,"Intron (uc010qil.2/84159, intron 2 of 4)",10,63661013,63856707,195695,1,84159,uc001jlt.2,28132,ENSG00000150347,ARID5B,AT-rich interaction domain 5B
chr10,63691576,63692291,716,*,MACS_peak_2559,65,"Intron (uc010qil.2/84159, intron 2 of 4)",10,63661013,63856707,195695,1,84159,uc001jlt.2,30563,ENSG00000150347,ARID5B,AT-rich interaction domain 5B
chr10,63808615,63809599,985,*,MACS_peak_2560,64.83,Promoter (<=1kb),10,63808970,63856707,47738,1,84159,uc001jlu.2,0,ENSG00000150347,ARID5B,AT-rich interaction domain 5B
chr10,63829312,63830198,887,*,MACS_peak_2561,66.05,"Exon (uc001jlt.2/84159, exon 8 of 10)",10,63808970,63856707,47738,1,84159,uc001jlu.2,20342,ENSG00000150347,ARID5B,AT-rich interaction domain 5B
chr10,64143036,64143771,736,*,MACS_peak_2564,65.53,"Intron (uc001jly.4/22891, intron 2 of 4)",10,64133916,64431771,297856,1,22891,uc001jmc.2,9120,ENSG00000138311,ZNF365,zinc finger protein 365
chr10,64216601,64217427,827,*,MACS_peak_2565,80.23,"Intron (uc001jmb.4/22891, intron 3 of 4)",10,64280207,64431771,151565,1,22891,uc001jmd.1,-62780,ENSG00000138311,ZNF365,zinc finger protein 365
chr10,64892469,64893774,1306,*,MACS_peak_2568,492.49,Promoter (<=1kb),10,64893007,64914786,21780,1,29982,uc001jmj.4,0,ENSG00000148572,NRBF2,nuclear receptor binding factor 2
chr10,65280367,65282214,1848,*,MACS_peak_2570,91.06,Promoter (<=1kb),10,65281123,65359067,77945,1,221035,uc009xpl.2,0,ENSG00000165476,REEP3,receptor accessory protein 3
chr10,65287840,65288599,760,*,MACS_peak_2571,203.58,"Intron (uc009xpl.2/221035, intron 1 of 4)",10,65281123,65384883,103761,1,221035,uc001jmt.3,6717,ENSG00000165476,REEP3,receptor accessory protein 3
